NAID,OCR text,Human text,CER
28934561,"
INCIDENT NO.
308
1. Date of Observation 2 May 1949
Date of Interview 13 May 1949
2. Exact Time (local) 1015
3.
Place of Observation Elko Nevada 40°-50 North 115°-47' West
4. Position of observer Ground
5. What attracted attention to object
6. Number of objects 3 in formation
7. Apparent size 30 ft. diameter (at distance appeared 1/4"" in diameter)
8. Color of object Dull white (aluminum)
9. Shape Circular flat (Disc)
10. Altitude 14,000 40° Elevation
11. Direction from observer North
12. Distance from observer 6 l'iles
13. Direction of flight of object (s) Southwestcrly veering to South Southwest
14. Time in sight 2 - minutes
15. Speed 250-300 mph
16. Sound and odor None
17. Trail None
18. Luminosity
19. Projections None
20. Maneuvers Made left turn at which time they appeared to tilt
21. Manner of disappearance
22. Effect on Clouds
23. Additional information concerning objoct
24. Weather Conditions Clear visibility 30 miles or greater
(over)","INCIDENT NO.  
308  
1. Date of Observation 2 May 1949  
Date of Interview 13 May 1949  
2. Exact Time (local) 1015  
3. Place of Observation Elko, Nevada 40°-50 North 115°-47' West  
4. Position of observer Ground  
5. What attracted attention to object 
6. Number of objects 3 in formation  
7. Apparent size 30 ft. diameter (at distance appeared 1/4"" in diameter)  
8. Color of object Dull white (aluminum)  
9. Shape Circular flat (Disc)  
10. Altitude 14,000  40° Elevation  
11. Direction from observer North  
12. Distance from observer 6 miles  
13. Direction of flight of object(s) Southwesterly veering to South Southwest  
14. Time in sight 2 - minutes  
15. Speed 250-300 mph  
16. Sound and odor None  
17. Trail None  
18. Luminosity  
19. Projections None  
20. Maneuvers Made left turn at which time they appeared to tilt  
21. Manner of disappearance  
22. Effect on clouds  
23. Additional information concerning object  
24. Weather Conditions Clear visibility 30 miles or greater  
(over)
",0.007329842931937173
28977491,"
PROJECT 10073 RECORD CARD
1. DATE
2. LOCATION
12. CONCLUSIONS
Was Balloon
18 Mar 58
Ogallala, Nebraska
Probably Balloon
Possibly Balloon
3. DATE-TIME GROUP
4. TYPE OF OBSERVATION
Local
Ground-Radar
Was Aircraft
Ground-Visual
Probably Aircraft
GMT 18/1715Z, 1815, 1830Z
Air-Visual
Air-Intercept Radar
Possibly Aircraft
5. PHOTOS
6. SOURCE
Was Astronomical
Yes
Probably Astronomical
XL
No
Civilian
Possibly Astronomical
Mistaken
7. LENGTH OF OBSERVATION
8. NUMBER OF OBJECTS
9. COURSE
Other Identity
Insufficient Data for ""Evaluation
South &
Unknown
20 mins
one
Stationary
10. BRIEF SUMMARY OF SIGHTING
11. COMMENTS
Cigar or blimp shaped obj, about size
Probably a conventional a/c.
of apaper clip. Color appeared to
and balloon in area. 3 sightings.
be silver w/a reflecting quality. Obj
Balloon stationary obj. A2C
appeared to stretch in length & thin
established over area at time
out while moving in a Southerly dire-
of sighting were B-47's & B-52'
ction. See case file for additional
on training missions,
info.
ATIC FORM 329 (REV 25 SEP 52)
3","PROJECT 10073 RECORD CARD  
1. DATE 18 Mar 58 
2. LOCATION Ogallala, Nebraska  
3. DATE-TIME GROUP Local GMT 18/1715Z, 1815, 1830Z  
4. TYPE OF OBSERVATION ʘGround-Visualʘ Ground-Radar Air-Visual Air-Intercept Radar 
5. PHOTOS Yes ʘNoʘ
 
 6. SOURCE Civilian
7. LENGTH OF OBSERVATION 20 mins  
8. NUMBER OF OBJECTS one
9. COURSE South & Stationary  
10. BRIEF SUMMARY OF SIGHTING Cigar or blimp shaped obj, about size of a paper clip. Color appeared to be silver w/a reflecting quality. Obj appeared to stretch in length &  thin out while moving in a southerly dire-ction.  See case file for additional info. 
11. COMMENTS Probably a conventional a/c and balloon in area. Three sightings. Balloon stationary obj. A2C established over area at time of sighting were B-47's & B-52's on training missions.  
12. CONCLUSIONS Was Baloon Probably Balloon Possibly Balloon Was Aircraft Probably Aircraft Possibly Aircraft Was Astronomical Probably Astronomical Possibly Astronomical ʘOther Mistaken Identity Insufficient Data for Evaluation Unkown

ATIC FORM 329 (REV 25 SEP 52)
",0.7402101241642789
28979792,"
every observised UFO makes
vestatement, very similar ir
PAGE FOUR RJEDKF !IG
this, they tent. know what it
is, cut they knice what 't imit
4Ø8KNOTS IT IS FELT THAT THIS B-47 CORREHATES VERY CLOSLY WITH UFOB
HOWEVER THE OBSERVER HAS 4 YEARS AS A WEATHER OBSERGER IN THE USAF
T
AND DEFINAZELY STATES /OBJECT WAS NOT A B-47
BT
expect. sinc ivin ucity
106, onc
87/2388Z SEP RJEDKF
population no. muce 1200 2 ited
cc U'O CO from this lives. 100mg strang.
other
(MISINTERPATATION. OF
CONVENTIONAL A/C","Every observer of a ufo makes a statement very similar to this.  They don’t what it is but they know what it isn’t.


PAGE FOURE RJEDKF 11G
408 KNOTS IT IS FELT THAT THIS B-47 CORREHATES WITH UFOB
HOWEVER THE OBSERVER HAS 4 YEARS AS A WEATHER OBSERVER IN THE USAF AND DEFINITELY STATE OBJECT WAS NOT A B-47
BT
87/2 3582 SEP RJEDKF

Object flew over a city of 400,00 population and no one else has reported a UFO from this are. Very strange.

Other
(Misinterpretation of conventional A/c)",0.4251012145748988
28984139,"
PROJECT 10073 RECORD CARD
1. DATE
2. LOCATION
12. CONCLUSIONS
Was Balloon
13 Aug 59
Long Island, New York
Probably Balloon
3. DATE-TIME GROUP
4. TYPE OF OBSERVATION
Possibly Balloon
Local 1634
Ground-Visual
Ground-Radar
Was Aircraft
Probably Aircraft
GMT 132134Z Aug 59
Air-Visuol
Air-Intercept Radar
Possibly Aircraft
5. PHOTOS
6. SOURCE
Was Astronomical
Yes
Probably Astronomical
No
Civilian
Possibly Astronomicol
7. LENGTH OF OBSERVATION
8. NUMBER OF OBJECTS
9. COURSE
Other
Insufficient Data for Evaluation
Unknown
20-30 sec
one
W-E
10. BRIEF SUMMARY OF SIGHTING
11. COMMENTS
Rnd, yellowish-blue obj flying very
Limited info. Possible a/c.
high. Faded out.
ATIC FORM 3.29 (REV 26 SEP 52)
,","PROJECT 10073 RECORD CARD  
1. DATE 13 Aug 59  
2. LOCATION Long Island, New York  
3. DATE-TIME GROUP Local 1634 GMT 132134Z Aug 59  
4. TYPE OF OBSERVATION ʘGround-Visualʘ Air-Visual Ground-Radar Air-Intercept Radar  
5. PHOTOS Yes ʘNoʘ  
6. SOURCE Civilian  
7. LENGTH OF OBSERVATION 20-30 sec  
8. NUMBER OF OBJECTS one  
9. COURSE W-E  
10. BRIEF SUMMARY OF SIGHTING Rnd, yellowish-blue obj flying very high. Faded out.  
11. COMMENTS Limited info. Possible a/c.  
12. CONCLUSIONS Was Balloon Probably Balloon Possibly Balloon Was Aircraft Probably Aircraft ʘPossibly Aircraftʘ Was Astronomical Probably Astronomical Possibly Astronomical Other Insufficient Data for Evaluation Unkown
ATIC FORM 3.29 (REV 26 SEP 52)
",0.7402597402597403
28994552,"
PROJECT 10073 RECORD CARD
1. DATE
2. LOCATION
12. CONCLUSIONS
Wes Balloon
13 Sep 61
E Coast US
Probably Balleon
3. DATE-TIME GROUP
4. TYPE OF OBSERVATION
Possibly Balloon
Local
Ground-Visuel
Ground-Redor
Was Aireraft
Probebly Aircraft
GMT
0939Z
Air Visuel
Air-Intercept Redar
Possibly Aireraft
5. PHOTOS
6. SOURCE
Was Astronomical
Yes
Probably Astronomical
No
Military
Possibly Astronomicol
7. LENOTH or OBSERVATION
e. NUMBER OF OBJECTS
9. COURSE
Other Rocket launch
Insufficient Data for Evaluation
Unknown
5-7 sec
1
up
10. BRIEF SUMMARY OF SIGNTING Report of NASA experi-
""1. COMMENTS Confirmed NASA Experimantal
mental rocket launch fm Wallops Island, Vir-
rocket launch.
ginia. Release of sodium material over 100 mi
up; chemical visible for some distance in
Atlantic up and down Atlantic Coast and as far
as Midwestern U.S. (inland).
ATIC FORM 329 (REV 26 SRP §2)","PROJECT 10073 RECORD CARD  
1. DATE 13 Sep 61  
2. LOCATION E Coast US  
3. DATE-TIME GROUP Local GMT 0939Z  
4. TYPE OF OBSERVATION ʘGround-Visualʘ Ground-Radar Air Visual Air-Intercept Radar
Possibly Balloon  
5. PHOTOS Yes ʘNoʘ
6. SOURCE Military  
7. LENGTH OF OBSERVATION 5-7 sec  
8. NUMBER OF OBJECTS 1  
9. COURSE up  
10. BRIEF SUMMARY AND ANALYSIS Report of NASA experi-mental rocket launch fm Wallops Island, Vir-ginia. Release of sodium material over 100 mi up; chemical visible for some distance in Atlantic up and down Atlantic Coast and as far as Midwestern U.S. (inland).  

11. COMMENTS Confirmed NASA Experimental rocket launch. 
12. CONCLUSIONS Was Balloon Probably Balloon Possibly Balloon Was Aircraft Probably Aircraft Possibly Aircraft ʘOther Rocket launchʘ Insufficient Data for Evaluation Unkown  
ATIC FORM 329 (REV 26 SEP S2)
",0.6912442396313364
29000491,"
OU
ni
2070
(:->
(=)
39/020
)
)",ǂillegibleǂ,1.0
28986666,"
Page 8
39. Do you think you can estimate the speed of the object?
(Circle One)
Yes
No
IF answered then MACH 3 00 MACH 5-6
you YES, what speed would you estimate?
m.p.h.
40. Do you think you can estimate how far away from you the object was?
(Circle One)
Yes
No
just ENTERING
ATMOSPHORE
IF you answered YES, then how far away would you say it was?
feet.
41. Please give the following information about yourself:
NAME
Lost Name
First Name
Middle Name
ADDRESS
AVE
DAYTON
/
Street
City
Zone
State
TELEPHONE NUMBER
What is your present job? COST ACCOUNTING
Age 32
Sex MALE
Please indicate any special educational training that you have had.
a. Grade school
e. e. Technical school SERVICE USAF TRAINING
b. High school
-
(Type)
c. College 45/50 HOURS
f. Other special training
d. Post graduate
42. Date you completed this questionnaire:
Day
Month
Year
/
thi","Page 8  
39. Do you think you can estimate the speed of the object?  
(Circle One)  
ʘYesʘ  
No  
IF you answered YES, what speed would you estimate?  
MACH 3 TO MACH 5-6 m.p.h.  
40. Do you think you can estimate how far away from you the object was?  
(Circle One)  
ʘYesʘ  
No  
IF you answered YES, then how far away would you say it was? 
JUST ENTERING ATMOSPHERE 
feet.  
41. Please give the following information about yourself:  
NAME ǂredactedǂ  
Last Name  ǂredactedǂ
First Name  
Middle Name  
ADDRESS  ǂredactedǂ ave
Street  
City  Dayton
Zone
State  
ZIP Code  
TELEPHONE NUMBER ǂredactedǂ
What is your present job? COST ACCOUNTING  
Age 32  
Sex MALE  
Please indicate any special educational training that you have had.  
a. Grade school  
b. ʘHigh schoolʘ  
c. College 45/50 HOURS  
d. Post graduate  
e. Technical school SERVICE USAF TRAINING  
f. Other special training  
42. Date you completed this questionnaire:  
Day  
Month  
Year  
",0.27647058823529413
28974530,"
UFCB INDEX CARD
ATSS-JFCE 565
67
1. DATE
1/nov5)
2. LOCATION
12. CONCLUSIONS
3 Jen 58
Norwich, Conn.
Was Balloon
Probably Balloon
4. TYPE OF OBSERVATION
Possibly Balloon
3. DATE-TIME GROUP
11/0216z Nov 57
Ground-Visual
Ground-Rodar
Was Aircraft
Probably Aircraft
Air-Visual
Air-Intercept Radar
Possibly Aircraft
5. PHOTOS
6. SOURCE
Was Astronomical
Yes
Probably Astronomical
Possibly Astronomical
No
Civilian
7. LENGTH OF OBSERVATION
8. NUMBER OF OBJECTS
9. COURSE
Other
Insufficient Data for Evaluati
Four seconds
One
Aro
Unknown
10. BRIEF SUMMARY OF SIGHTING
11. COMMENTS
One round red and orange object the size
Description, duration, flight path
of a basketball. Object was tax seen in an arc
indicate that this was procably a mete
and was in sight for 4 seconds.
AISOP Form 5 (15 Oct 54)","UFOB INDEX CARD  
ATSS-UFCB 565  
67  
1. DATE  
11Nov 57  
2. LOCATION  
Norwich, Conn.  
3. DATE-TIME GROUP  
11/0216Z Nov 57  
4. TYPE OF OBSERVATION  
ʘGround-Visualʘ  
Ground-Radar  
Air-Visual  
Air-Intercept Radar  
5. PHOTOS  
Yes
ʘNoʘ 
6. SOURCE  
Civilian  
7. LENGTH OF OBSERVATION  
Four seconds  
8. NUMBER OF OBJECTS  
One  
9. COURSE  
Aro  
10. BRIEF SUMMARY OF SIGHTING  
One round red and orange object the size of a basketball. Object was then seen in an arc and was in sight for 4 seconds.  
11. COMMENTS  
Description, duration, flight path indicate that this was probably a meteor.  
12. CONCLUSIONS Was Balloon Probably Balloon Possibly Balloon Was Aircraft Probably Aircraft Possibly Aircraft ʘWas Astronomical Probably Astronomicalʘ Other Insufficient Data for Evaluation Unknown
AISOP Form 5 (15 Oct 54)
",0.7184343434343434
28996954,"
SOCIAL SIDE
57 Lady Volunteers Lauded For
Patrick Wives Club
Hospital Red Cross Service
Gives 4 Scholarships
Four students recently received
scholarships totaling $1,150 from the
Capping and recognition ceremonies
Patrick AFB Officers Wives Club.
for Red Cross volunteers at the USAF
Marilee Dunlap, daughter of MSgt.
Hospital Lackland were recently held
and Mrs. Ellwyn B. Dunlap, received a
in the hospital auditorium.
$400 scholarship. She plans to attend
Twenty-one Gray Ladies and Youth
Brigham Young University to major in
Staff Aides received caps marking the
psychology.
end of their training period and 36
Patricia Adams, daughter of MSgt.
workers received service awards.
and Mrs. William D. Adams, plans to
Principal speaker for the occasion
use her $200 grant to attend Brevard
was Brig. Gen. James W. Humphreys,
Jr. College, majoring in journalism.
Jr., hospital commander. The capping
Robert Larry Rhodes, son of SFC
was performed by Lt. Col. Mary T.
Robert M. Rhodes and Mrs. John
Gates, chief, clinics nursing service.
O'Connor, will attend Florida State
Among those honored were five
University, and plans to apply his $400
mother-daughter teams of volunteers.
grant toward a degree in either chemi-
Mrs.
They are Mrs. Richard P. Klocko and
cal or aeronatical engineering.
named
Miss Kerry Klocko. Mrs. Oakley K.
Lorne Butler, son of TSgt. and Mrs.
Patrict
Park and Miss Carolyn Park, Mrs.
Mrs. John A. Denmark (left) receives
William F. Butler, plans to use his $150
Chip :
Robert J. Woclverton and Miss Eliza-
congratulations from Mrs. John Fisher,
at the University of Florida where he
donate
beth Woolverton, Mrs. Victor J.
chairman of volunteers, South Brevard
will study civil engineering.
area i
Stachniewicz and Miss Colline Stach-
County Chapter of the Red Cross,
Final selection for the scholarships
childre
niewicz, Mrs. Thomas E. Todd and
following presentation of a 10-year serv-
was made by Woodrow J. Darden,
parent
Miss Patricia Todd.
ice har. Mrs. Denmark has put in more
superintendent of Brevard County
Caps were presented to Misses Trudy
than 1,700 hours of volunteer service.
Schools, and a committee of educators.
J
F. Auvil, Josephine Bayer, Anita L.
Thr
Boisvert, Svlvia De la Garza, Patricia
group
Dulevitz, Carolyn Park, Marcy Flem-
eral C
ing, Molly Fleming, Lois Gilbert,
Transi
Joanne Haselden, Charlene Hey, Stella
ized o
L. Mickey, Rosalyn Paulson, Bonnie
Mer
Sherrod, Colline Stachniewicz, Linda
Capt.
Varela, Alana J. White, Ann C. Wil-
ageme
liams and Margaret Dean; and Mes-
to enl
dames James A. Boyd and Harvey R.
period
Mobley, Jr.
eral :
Service awards went to Mesdames
Progra
William H. Beaber, Thurman A. Glas-
The
gow, Lena Hierstein, Sidney H. Luther,
militar
Harold Norris, William A. Woodie and
with r
Robert J. Woolverton; Misses Donna J.
dustry
Blevins, Sharron M. Boothe, Donna
In t
Connally, Bernice Dickson, Barbara A.
memb
Faulkner, Mary L. Garcia, Eileen M.
Mrs. Anthony C. Benjes, Jr., base projects chairman (right), offers her con-
tation
Gilbert, Rose M. Gonzales, Haidy
gratulations to four students who won Officers Wives Club scholarships at
and \
Guerrero, Barbara J. Haddock, Anita
Patrick AFB. They are (from left) Robert Rhodes, Marilee Dunlap, Lorne
Force
L. Henderson, Cheryl Kent, Connie
Butler, and Patricia Adams.
of ref
Kentner, Kerry Klocko, Stacy Klutz,
Rosemary Ledgerwood, Peggy A. Ma-
If the veteran-parent's death resulted
loney, Donna L. Menefee, Stephanie
from the performance of duty or from
Monk, Barbara J. Nicholl, Cynthia I.
extra-hazardous service during peace-
Oswalt, Hedy Polski. Joan Marie
time, the child is eligible.
Shand, Alice Elaine Stuart, Christie A.
3. The fact that they are married
Sullivan, Patricia Todd, Geraldine
makes some believe they are no longer
Trimble, Patricia A. Walden and Eliza-
""children.""
beth Woolverton.
Marriage does not affect eligibility.
Any son or daughter of a serviceman,
VA Child Benefit
whose death is attributable to his serv-
ice, is eligible for the educational bene-
Facts Available
fits provided he or she is between 18 or
23 years of age.
4. The fact that their living parent,
The Veterans Administration has put
usually their mother, has remarried
out a reminder for your reference file
and their step-father has legally adopted
on the legal definition of ""orphan""
them, makes some children believe they
and what it can mean in college edu-
are ineligible.
cational benefits to your children.
The marriage of the living parent and
The VA says that there are five
the subsequent adoption does not affect
major areas of misunderstanding which
the eligibility of the children.
keep eligible children from applying for
5. The fact that many children do
benefits rightfully theirs.
not wish, nor are prepared, for educa-
According to the VA, these misun-
tion at the college level makes some
derstandings are:
believe they cannot take advantage of
1. The fact that one parent still lives
this benefit.
makes some children believe they do
Although training for a high school
not qualify as ""orphans.""
diploma is not permitted, eligible chil-
For this benefit, an ""orphan"" is a
dren may take vocational courses and
child whose veteran-parent is dead as
other non-college training that will help
the result of a wound, accident or ill-
them earn a living.
ness. attributable to service in the
The VA says it will be glad to spell
Armed Forces
out the War Orphan Educational Pro-
Recently elected officers of the Edwords A
2. The fact that the dead parent
gram, pointing up that 1,500 children
(from left) Norma Douglas, president; Jackie
had no wartime service makes others
have taken advantage of this program.
Phillips, corresponding secretary; and Sally Se
believe they are ineligible.
(AFNS)
recording secretary.
16","SOCIAL SIDE

57 Lady Volunteers Lauded for Hospital Red Cross Service

Capping and recognition ceremonies for Red Cross volunteers at the USAF Hospital Lackland were recently held in the hospital auditorium.

Twenty-one Gray Ladies and Youth Staff Aides received caps marking the end of their training period and 36 workers received service awards.

Principal speaker for the occasion was Brig. Gen. James W. Humphreys, Jr., hospital commander.  The capping was performed by Lt. Col. Mary T. Gates, chief, clinics nursing service.

Among those honored were five mother-daughter teams of volunteers. They are Mrs. Richard P. Klocko and Miss Kerry Klocko, Mrs. Oakley K. Park and Miss Carolyn Park, Mrs. Robert J. Woolverton and Miss Eliza-beth, Mrs. Victor J. Stachniewiez and Miss Colline Stach-niewez, Mrs. Thomas E. Todd and Miss Patricia Todd.

Caps were presented to Misses Trudy F. Auvil, Josephine Bayer, Anita L. Boisvert, Sylvia De la Garza, Patricia Dulevitz, Carolyn Park, Marcy Flem-ing, Molly Fleming, Lois Gilbert, Joanne Haselden, Charlene Hey, Stella L. Mickey, Rosalyn Paulson, Bonnie Sherrod, Colline Stachnieweiz, Linda Varela, Alana J. White, Ann C. Wil-liams and Margaret Dean; and Mes-dames James A. Boyd and Harvey R. Mobley, Jr.

Service awards went to Mesdames William H. Beaber, Thurman A. Glas-gow, Lena Hierstein, Sidney H. Luther, Harold Norris, William A. Woodie and Robert J. Woolverton; Misses Donna J. Blevins, Sharron M. Boothe, Donna Connaly, Bernice Dickson, Barba A. Faulkner, Mary L. Garcia, Eileen M. Gilbert, Rose M. Gonzales, Haidy Guerrero, Barbara J. Haddock, Anita J. Henderson, Cheryl Kent, Connie Kentner, Kerry Klocko, Stacy Klutz, Rosemary Ledgerwood, Peggy A. Ma-loney, Donna L. Menefee, Stephanie Monk, Barbara L. Nicholl, Cynthia I. Oswalt, Hedy Polski, Joan Marie Shand, Allice Elaine Stuart, Christie A. Sullivan, Patricia Todd, Geraldine Trimble, Patricia A. Walden and Eliza-beth Woolverton.

VA Child Benefit Facts Available

The Veterans Administration has put out a reminder for your reference file on the legal definition of “orphan” and what is can mean in college edu-cational bennefits to your children.

The VA says that there are five major areas of misunderstanding which keep eligible children from applying for benefits rightfully theirs. According to the VA there misunderstanding are:
The fact that one parent still lives makes some children believe they do not qualify as “orphans”. For this benefit, an “orphan” is a child whose veteran-parent is dead as the result of a wound, accident or ill-ness, attributable to service in the Armed Forces
The fact that the dead parent had no wartime service makes others believe they are ineligible.

ǂimageǂ 

Mrs. John A. Denmark (left) recieves congratulations from Mrs. John Fisher, chairman of volunteers, South Brevard County Chapter of the Red Cross, following presentation of a 10-year-service bar.  Mrs. Denmark has put in more than 1,700 hours of volunteer service.

ǂimageǂ 

Mrs. Anthony C. Benjes, Jr., base project chairman (right) offers her con-gratulations to four students who won Officer Wives Club scholarships at Patrick AFB.  They are (from left) Robert Rhodes, Marilee Dunlap, Lorne Butler, and Patricia Adams.

If the veteran-parent’s death resulted from the performance of duty or the result of extra-hazardous service during peacetime the child is eligible.
The fact that they are married makes some believe they are “children.”  Marriage does not affect elligibility.  Any son or daughter of a serviceman, whose death is attributable to his service is eligible for the educational benefits provided he or she is between 18 or 23 years of age.
The fact that their living parent, usually their mother, has remarried and their step-father has legally adopted them, makes some children believe they are inelligible. The marriage of the living parent and the sbsequent adoption does not affect the eligibility of the children.
The fact that many children do not wish, nor are prepared, for educa-tion at the college level makes some believe they cannot take advantage of this benefit. Although training for a high school diploma is not permitted, eligible chil-dren may take vocational courses and other non-college training that will help them earn a living.  The VA says it will be glad to spell out the War Orphan Educational Pro-gram, pointing up that 41,500 children have taken advantage of this program. (AFNS)
Patrick Wives Club Gives 4 Scholarships

Four students recently recieved scholarships totaling $1,150 from the Patrick AFB Officers Wives Club.

Marilee Dunlap, daughter of MSgt. and Mrs. Ellwyn B. Dunlap, recieved a $400 scholarship.  She plans to attend Brigham Young University to major in psychology.

Patricia Adams, daughter of MSgt. and Mrs. William D. Adamas, plans to use her $200 grant to attend Brevard Jr. College, majoring in journalism.  Robert Larry Rhodes, son of SFC Robert M. Rhodes and Mrs. John O’Connor, will attend Florida State University, and plans to apply his $400 grant toward a degree in either chemi-cal or acronautical engineering.  Lorne Butler, son of TSGt. and Mrs. William F. Butler, plans to use his $150 at the University of Florida where he will study civil engineering.",0.6979691025863566
28974433,"
Page 8
39. Do you think you can estimate the speed of the object?
(Circle One)
Yes
No
IF you answered YES, then what speed would you estimate?
m.p.h.
40. Do you think you can estimate how far away from you the object was?
(Circle One)
Yes
No
IF you answered YES, then how far away would you say it was?
feet.
41. Please give the following information about yourself:
NAME
Last Name
First Name
Middle Name
ADDRESS
Dacton Ohis
Street
City
Zone
State
TELEPHONE NUMBER
What is your present job?
TEACHER (RETIRED)
Age 70 )
Sex Female
Please indicate any special educational training that you have had.
a. Grade school
e. e. Technical school
b. High school
(Type)
c. College
f. Other special training
d. Post graduate
42. Date you completed this questionnaire:
Day
Month
Year
ATK commint.
in observes provide saw in aircraft
light","Page 8  
39. Do you think you can estimate the speed of the object?  
(Circle One)  
Yes  
ʘNoʘ  
IF you answered YES, then what speed would you estimate?  
m.p.h.  
40. Do you think you can estimate how far away from you the object was?  
(Circle One)  
Yes  
ʘNoʘ  
IF you answered YES, then how far away would you say it was?  
feet.  
41. Please give the following information about yourself:  
NAME  
ǂredactedǂ
Last Name  
First Name  
Middle Name  
ADDRESS  
Dayton Ohio  
Street  
City  
Zone  
State  
TELEPHONE NUMBER  ǂredactedǂ
What is your present job?  
TEACHER (RETIRED)  
Age 70  
Sex Female  
Please indicate any special educational training that you have had.  
a. Grade school  
b. High school  
c. College  
d. Post graduate  
e. Technical school
(Type)  
f. Other special training  
42. Date you completed this questionnaire:  
Day  
Month  
Year  
ATIC comment.  
the observers probably saw an aircraft light flying ǂillegibleǂ
",0.11204819277108434
28929660,"
copy
CC: Physical Rez. Lab.
UNCLASSIFIED
J. J. Grebe
THE DOW CHEMICAL COMPANY
Report No. 24282
Spectroscopy Laboratory
Problem No. 115
TO: F. Fales - Plant Protection
BY:
R. S. Spencer,-Physical Res. Lab.
SUBJECT:
Analysis of Sands
CHARGE NO. 1218-02-47200-
SIGNED: /s/
The following analysis on the unkmown sand supersedas the analysis given in
report 23759 since that sample was very small.
Known Sand
Unknown Sand
Opaque Portion
Fine Powder
from unknown
from unknown
#1 and H2
sand
sand
Si chief constituent
--- c.c.
c.c.
1-10%
Fo
0.5-5%
.05-.5%
1-10
1-10
Al
.5-5
e ,01-.
1-10
.1-1
Ca
.1-1
.05-.5
.5-5
.5-5
Na.
.1-1
.01-.1
.5-5
<.01
K
.1-1
.01-.1
.1-1
?
Ti
.01-.1
.005-.05
1-10
.1-1
Ag
1001-005
.01-.1
.5-5
.1-1
Mg
.001-.01
.1-1
.01-.1
Sn
.01-.1
.1-1
Mn
.001-.01
.0005-.001
.05-.5
.001-.01
Cu
.005-.05
.001-.01
.01-.1
,001-.01
Ba
,005-.66
.005-.05
.001-.01
.001-.01
y
001-.01
.001-.01
.01-.1
Ni
.01-.1
0005-001
or
.001-.01
,0005
01-.7
Co
.001-.01","ǂredactedǂ
COPY

CC: Physical Res. Lab.  
UNCLASSIFIED  
J. J. Grebe  
THE DOW CHEMICAL COMPANY  
Report No. 24282  
Spectroscopy Laboratory  
Problem No. 115  
TO: F. Fales - Plant Protection  
BY: ǂredactedǂ  
R. S. Spencer, - Physical Res. Lab.  
SUBJECT:  
Analysis of Sands  
CHARGE NO. 1218-02-47200-  
SIGNED: /s/ǂredactedǂ 
The following analysis on the unknown sand supersedes the analysis given in report 23759 since that sample was very small.  
Known Sand 
#1 and #2  
Unknown Sand  
Opaque Portion from unknown sand 
Fine Powder from unknown sand  
 
sand  
Si chief constituent  
c.c.  
c.c.  
1-10%  
Fe  
0.5-5%  
0.05-0.5%  
1-10%  
1-10%  
Al  
.5-5  
.01-1  
1-10  
.1-1  
Ca  
.1-1  
.05-.5  
.5-5 
.5-5  
Na  
.1-1  
.01-.1  
0.5-5  
<.01  
K  
.1-1  
.01-.1  
.1-1  
?  
Ti  
.01-.1  
0.005-0.05%  
1-10%  
0.1-1%  
Ag  
.001-.005  
.01-.1  
.5-5  
.1-1  
Mg  
.005-.05  
.001-.01  
.1-1
.01-.1  
Sn  
.01-.1  
.1-1  
Mn  
.001-.01  
.0005-.001  
.05-.5  
.001-.01  
Cu  
.005-.05  
.001-.01  
.01-.1  
.001-.01  
Ba  
.005-.05  
.005-.05  
.001-.01  
.001-.01  
V  
.001-.01  
.001-.01  
.01-0.1  
Ni  
.01-.1  
.0005-.001  
Cr  
.001-.01  
.0005 
.01-0.1  
Co  
.001-.01

COPY",0.10499490316004077
